time,ideal_x,ideal_y,ideal_theta,ideal_speed,noisy_x,noisy_y,noisy_theta,noisy_speed,filtered_x,filtered_y,filtered_theta,filtered_speed,desired_speed,desired_y,steering_cmd,speed_cmd
5.055779781,0.32663989574928876,1.416976975766601e-05,0.0006520488488443213,0.11999999999968702,0.3522673611378829,-0.034930408578196806,-0.003884835167506794,0.13545537419113213,0.3431356990863338,-0.009777152862878002,-0.0037757104868582935,0.13545537419113213,0.12,0.0,0.013957873324583632,0.12
5.106692564,0.33071989460621404,1.721436800981733e-05,0.0008599067675353772,0.11999999999965372,0.3208440231072567,0.021948220369693273,-0.0009184589026552442,0.13189610651142422,0.3425503311147186,-0.0030553258058224142,-0.0031454209088590266,0.13189610651142422,0.12,0.0,0.013178779207780506,0.12
5.156375057,0.33479989254230086,2.1303391250340952e-05,0.0011464750049350906,0.11999999999965927,0.3156385932841763,0.025850268444361165,0.014499637299652443,0.13636773535302574,0.3413206004183253,0.0030997299263188045,-0.0003150698529505456,0.13636773535302574,0.12,0.0,0.0013884473699960942,0.12
5.205654447,0.3388798893440815,2.640767405920947e-05,0.001320354528511935,0.11999999999968702,0.34636760899323715,0.013346647742902083,-0.006629828198493833,0.09226604528213547,0.34575665765208147,0.005261581733162499,-0.001339043779426621,0.09226604528213547,0.12,0.0,-0.0034997606228089314,0.12
5.257932961,0.3470398824064853,3.704650725353818e-05,0.0012639268443562456,0.11999999999968702,0.3516780752221729,-0.02137447245772989,0.0038369923370368065,0.10995410000181023,0.35122172505406,-0.0003854776981669335,-0.0010358965101637542,0.10995410000181023,0.12,0.0,0.00048151535535207964,0.12
5.306087982,0.3511198791450446,4.220529985302647e-05,0.0012714150968578936,0.11999999999967037,0.34949363963485736,0.0060454213655271845,0.011679590889550305,0.10738164668235028,0.35922424799424263,0.0016343718303195838,0.0012607942079494382,0.10738164668235028,0.12,0.0,-0.001056887697601019,0.12
5.355541206,0.3551998758044043,4.7426342976635987e-05,0.0012754222912882785,0.11999999999965372,0.3540293799052077,-0.0048715622300899795,0.0029810863132467263,0.1409348908669268,0.36223540191915415,0.000260877241419887,0.0020776721365921656,0.1409348908669268,0.12,0.0,-0.0030544151740837166,0.12
5.405982038,0.359279872585255,5.255130533596445e-05,0.001231431084632462,0.11999999999965649,0.36276388123582287,0.0010417727516441684,0.002274853482793488,0.12241268474181168,0.36610269244119986,0.00043550272486421546,0.0017452964664996698,0.12241268474181168,0.12,0.0,-0.0032962486678090883,0.12
5.455823968,0.3633598696338205,5.7458331354741244e-05,0.0011732535279282163,0.11999999999968702,0.35478118352432636,-0.008052662098959187,0.004856232216633165,0.11984903278456249,0.3678397513720792,-0.0013531058322223382,0.0023834265048091052,0.11984903278456249,0.12,0.0,-0.0023320504767337115,0.12
5.50568959,0.3715198645112594,6.659889818134831e-05,0.0010910031726823408,0.11999999999965649,0.3618264469387051,0.01708643394152747,0.007267844962245083,0.10721353724512564,0.37003313242805314,-0.002983141070756287,0.003907814040699721,0.10721353724512564,0.12,0.0,0.0004401254008545445,0.12
5.556223988,0.3755998620110575,7.111562201688907e-05,0.0011142212598652754,0.11999999999968702,0.37981251484302425,0.01727126159838885,-0.008239564233986977,0.10117140533430147,0.3752832830164005,0.0013092037725456304,0.0011603841097713712,0.10117140533430147,0.12,0.0,-0.002044922609269349,0.12
5.605727977,0.37967985951051575,7.563268622422024e-05,0.0010946333633003766,0.11999999999968425,0.35496465344164757,0.02400171307652042,-0.0035905532249932083,0.12062326453364249,0.37454288425473325,0.006121500660597731,0.00010543338912672396,0.12062326453364249,0.12,0.0,-0.006722187293927453,0.12
5.656098763,0.3878398552906788,8.391763106889358e-05,0.0009067945169904063,0.11999999999968425,0.3901739915300284,0.005011230995685501,-0.013409069941310274,0.15421740227399372,0.3850803424437421,0.004533199343602942,-0.003355376158470955,0.15421740227399372,0.12,0.0,-0.0033574947860410304,0.12
5.70659139,0.3919198537801326,8.742708606975548e-05,0.000823860520305661,0.11999999999965372,0.42073939514519837,-0.018690465147156124,0.005265313310076038,0.10014385722989633,0.3958422067060478,-0.0003918486268721646,-0.001547083686627655,0.10014385722989633,0.12,0.0,0.00019790642143540423,0.12
